member_no,lastname,firstname,issue_dt,expr_dt,region_no,corp_no
977,OLPHANT,TCBHQBBNMOJQRO,1999-10-13 10:41:44,2000-10-12 10:41:44,2,
978,PAYNTER,GJDGDLAONLSDCS,1999-10-13 10:41:44,2000-10-12 10:41:44,4,
979,QUINT,MDGGUF,1999-10-13 10:41:44,2000-10-12 10:41:44,5,
980,RYAN,NDEHORFLVYQPHN,1999-10-13 10:41:44,2000-10-12 10:41:44,8,
981,STEIN,VODDYRUZMO,1999-10-13 10:41:44,2000-10-12 10:41:44,5,
982,TOLSKY,YMMZQXQXMQHVPO,1999-10-13 10:41:44,2000-10-12 10:41:44,7,
983,UNAKLET,ENMA,1999-10-13 10:41:44,2000-10-12 10:41:44,2,
984,VANN,TIR,1999-10-13 10:41:44,2000-10-12 10:41:44,4,
985,WOLFMULE,EVNYRDSMH,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
986,XAVIER,KDXGVVTMJDCJQR,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
987,YEONG,LRGJMOMRIJTHDL,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
988,ZUCKER,WDHDOQNTRAUH,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
989,ANDERSON,IHBVBCOKFEUC,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
990,BARR,TQQFFGQXQLG,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
991,CHEN,SVBCSGQBQEVSJI,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
992,DORR,MISJFBEHPNODWU,1999-10-13 10:41:45,2000-10-12 10:41:45,6,
993,EFLIN,CKTUMCNHEUSUMG,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
994,FLORINI,KYJVZ,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
995,GOHAN,QVKAPA,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
996,HAHN,DMWKPPVBME,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
997,INFANTE,DSPSSVLRWJADEG,1999-10-13 10:41:45,2000-10-12 10:41:45,6,262
998,JONES,YRSMQYFSWOZQNO,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
999,KAHRMANN,LFQPCUOPHOZTOU,1999-10-13 10:41:45,2000-10-12 10:41:45,6,
1000,LING,CELTOXTQM,1999-10-13 10:41:45,2000-10-12 10:41:45,4,
1001,MAKAI,PELCZEEDBAT,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1002,NELSON,HIPJKKXRWO,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1003,OLPHANT,SYEWSCFBF,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1004,PAYNTER,CRWNQPFWNDILEU,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
1005,QUINT,BNUKQMINXFGPFE,1999-10-13 10:41:45,2000-10-12 10:41:45,2,
1006,RYAN,MRHSYBXRKDIVXL,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1007,STEIN,GYDODBBRJDIDON,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
1008,TOLSKY,CIFVELJULPFAJS,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
1009,UNAKLET,RFBDUEBGZVWUIK,1999-10-13 10:41:45,2000-10-12 10:41:45,2,482
1010,VANN,SJGP,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
1011,WOLFMULE,AOSLPP,1999-10-13 10:41:45,2000-10-12 10:41:45,9,252
1012,XAVIER,YDMUGRQUO,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1013,YEONG,YWVTLEHHFJYEMK,1999-10-13 10:41:45,2000-10-12 10:41:45,4,
1014,ZUCKER,KWCSPT,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1015,ANDERSON,YJRDYSV,1999-10-13 10:41:45,2000-10-12 10:41:45,4,
1016,BARR,WOTTLVL,1999-10-13 10:41:45,2000-10-12 10:41:45,6,262
1017,CHEN,JBPYQSDGUNTDFO,1999-10-13 10:41:45,2000-10-12 10:41:45,5,132
1018,DORR,ZVYCDUUIZCVSAO,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
1019,EFLIN,OAWOZWHUQTNOUS,1999-10-13 10:41:45,2000-10-12 10:41:45,2,
1020,FLORINI,TPPQTGEFFOVONP,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
1021,GOHAN,BDWNXBI,1999-10-13 10:41:45,2000-10-12 10:41:45,4,
1022,HAHN,JJGW,1999-10-13 10:41:45,2000-10-12 10:41:45,9,484
1023,INFANTE,SDZWOVIFC,1999-10-13 10:41:45,2000-10-12 10:41:45,4,
1024,JONES,DJEPNGNEZTIMDH,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1025,KAHRMANN,CYGLFEREJSHY,1999-10-13 10:41:45,2000-10-12 10:41:45,7,297
1026,LING,GUBS,1999-10-13 10:41:45,2000-10-12 10:41:45,8,
1027,MAKAI,MCOQEWPZAC,1999-10-13 10:41:45,2000-10-12 10:41:45,3,205
1028,NELSON,JRGUQENCNIQ,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
1029,OLPHANT,SNFHRAXICFQMVZ,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
1030,PAYNTER,LEGCUNTTFORGFH,1999-10-13 10:41:45,2000-10-12 10:41:45,6,
1031,QUINT,HUUNG,1999-10-13 10:41:45,2000-10-12 10:41:45,2,
1032,RYAN,QQOXLDBHFZVARP,1999-10-13 10:41:45,2000-10-12 10:41:45,8,
1033,STEIN,BOPH,1999-10-13 10:41:45,2000-10-12 10:41:45,8,
1034,TOLSKY,JQLAKEHPPTHCHR,1999-10-13 10:41:45,2000-10-12 10:41:45,2,
1035,UNAKLET,REGBLYDVGUT,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
1036,VANN,VYW,1999-10-13 10:41:45,2000-10-12 10:41:45,8,
1037,WOLFMULE,PETQGSSGKCHCOR,1999-10-13 10:41:45,2000-10-12 10:41:45,4,185
1038,XAVIER,AOVNMLGOKKVAPP,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1039,YEONG,TFKHBYKPHVDBLJ,1999-10-13 10:41:45,2000-10-12 10:41:45,6,
1040,ZUCKER,RNSYTSNN,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
1041,ANDERSON,TWSONQADREDVJO,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1042,BARR,OEZOUCEFUEVCJY,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
1043,CHEN,NOVIBB,1999-10-13 10:41:45,2000-10-12 10:41:45,6,
1044,DORR,SKSUXGIJEDUVN,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1045,EFLIN,VDMNSLDJ,1999-10-13 10:41:45,2000-10-12 10:41:45,4,
1046,FLORINI,HUWNSRORTK,1999-10-13 10:41:45,2000-10-12 10:41:45,6,
1047,GOHAN,LVQNGQGFOMJCJQ,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
1048,HAHN,STYYFV,1999-10-13 10:41:45,2000-10-12 10:41:45,3,260
1049,INFANTE,VWZLGWRH,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
1050,JONES,YJJPOVDJBW,1999-10-13 10:41:45,2000-10-12 10:41:45,8,
1051,KAHRMANN,NVDPERYDVWLQZB,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1052,LING,HJHQYVHXWUD,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
1053,MAKAI,LJKHHWCSX,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
1054,NELSON,UHQYRQMHJM,1999-10-13 10:41:45,2000-10-12 10:41:45,2,
1055,OLPHANT,NHZGUPTCBCDCGN,1999-10-13 10:41:45,2000-10-12 10:41:45,5,
1056,PAYNTER,HUKHENXFKRCKKB,1999-10-13 10:41:45,2000-10-12 10:41:45,8,
1057,QUINT,TMGHTZLXFCS,1999-10-13 10:41:45,2000-10-12 10:41:45,8,
1058,RYAN,HRODWFFMWSCG,1999-10-13 10:41:45,2000-10-12 10:41:45,3,
1059,STEIN,WFYPHIBQZYSCXX,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
1060,TOLSKY,JPAKOJRMO,1999-10-13 10:41:45,2000-10-12 10:41:45,2,
1061,UNAKLET,AVFHZQHCUV,1999-10-13 10:41:45,2000-10-12 10:41:45,6,
1062,VANN,OHTGNXWQHJWFNP,1999-10-13 10:41:45,2000-10-12 10:41:45,6,
1063,WOLFMULE,NXOUYCGOPWVNKU,1999-10-13 10:41:45,2000-10-12 10:41:45,7,
1064,XAVIER,XVORQSD,1999-10-13 10:41:45,2000-10-12 10:41:45,8,
1065,YEONG,FMNRXE,1999-10-13 10:41:45,2000-10-12 10:41:45,4,
1066,ZUCKER,MXIBSVPXZJFOYL,1999-10-13 10:41:45,2000-10-12 10:41:45,9,
1067,ANDERSON,SFHVHJBVXR,1999-10-13 10:41:46,2000-10-12 10:41:46,8,342
1068,BARR,CPGUWNPRVMLKDZ,1999-10-13 10:41:46,2000-10-12 10:41:46,2,
1069,CHEN,ACUTBGPKIIFWLT,1999-10-13 10:41:46,2000-10-12 10:41:46,5,473
1070,DORR,MCBTOCQBCVPQ,1999-10-13 10:41:46,2000-10-12 10:41:46,6,
1071,EFLIN,JVXOYKOATQPJXH,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1072,FLORINI,RDMWAJ,1999-10-13 10:41:46,2000-10-12 10:41:46,2,
1073,GOHAN,PXEOFXIRFMWQSV,1999-10-13 10:41:46,2000-10-12 10:41:46,6,
1074,HAHN,HDOS,1999-10-13 10:41:46,2000-10-12 10:41:46,6,
1075,INFANTE,XHOGXCTI,1999-10-13 10:41:46,2000-10-12 10:41:46,4,448
1076,JONES,KGEOXINMILUBGC,1999-10-13 10:41:46,2000-10-12 10:41:46,6,
1077,KAHRMANN,MTQZRWMKJQOEYH,1999-10-13 10:41:46,2000-10-12 10:41:46,9,
1078,LING,BBWZLEWC,1999-10-13 10:41:46,2000-10-12 10:41:46,7,
1079,MAKAI,QIPDXYOSXBIPQL,1999-10-13 10:41:46,2000-10-12 10:41:46,6,
1080,NELSON,VQHYDRUIHHWJEM,1999-10-13 10:41:46,2000-10-12 10:41:46,9,
1081,OLPHANT,UGXMETLTNYFHXE,1999-10-13 10:41:46,2000-10-12 10:41:46,5,
1082,PAYNTER,BHHHDYMD,1999-10-13 10:41:46,2000-10-12 10:41:46,2,156
1083,QUINT,ERXLIWSFJCRRCU,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1084,RYAN,JXICNHQLRSUPYY,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1085,STEIN,QKUJQJVVHVTBKQ,1999-10-13 10:41:46,2000-10-12 10:41:46,6,
1086,TOLSKY,WOPQKFHHHCPMJA,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1087,UNAKLET,IXOYLVNFGJZOVE,1999-10-13 10:41:46,2000-10-12 10:41:46,7,
1088,VANN,NLALQEVX,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1089,WOLFMULE,GPXQQXPCL,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1090,XAVIER,YJFHD,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1091,YEONG,JTTAQFDFYRVSDF,1999-10-13 10:41:46,2000-10-12 10:41:46,4,407
1092,ZUCKER,OMWEBGVIKM,1999-10-13 10:41:46,2000-10-12 10:41:46,7,
1093,ANDERSON,PTEOKU,1999-10-13 10:41:46,2000-10-12 10:41:46,5,
1094,BARR,RNNFFJRYFVQYMV,1999-10-13 10:41:46,2000-10-12 10:41:46,2,
1095,CHEN,TUKIMNHPMQQJIM,1999-10-13 10:41:46,2000-10-12 10:41:46,5,391
1096,DORR,GLGNXTQ,1999-10-13 10:41:46,2000-10-12 10:41:46,3,
1097,EFLIN,XHCLIKYKLHB,1999-10-13 10:41:46,2000-10-12 10:41:46,9,
1098,FLORINI,DJOMFHBHLYFQMI,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1099,GOHAN,MERCJOT,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1100,HAHN,DYAJVCNFURRKRG,1999-10-13 10:41:46,2000-10-12 10:41:46,3,
1101,INFANTE,GGYQEWIU,1999-10-13 10:41:46,2000-10-12 10:41:46,3,
1102,JONES,KMCUS,1999-10-13 10:41:46,2000-10-12 10:41:46,3,
1103,KAHRMANN,WOUODJRLITHVTV,1999-10-13 10:41:46,2000-10-12 10:41:46,4,278
1104,LING,YMJUFNTJUVMRST,1999-10-13 10:41:46,2000-10-12 10:41:46,3,
1105,MAKAI,KVPEZDLHBSODQT,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1106,NELSON,LXALPJYATFEXGI,1999-10-13 10:41:46,2000-10-12 10:41:46,5,
1107,OLPHANT,PYLVOWKSJDQDHP,1999-10-13 10:41:46,2000-10-12 10:41:46,9,
1108,PAYNTER,EFZKIEQHDKOIJK,1999-10-13 10:41:46,2000-10-12 10:41:46,2,312
1109,QUINT,BDNIFKQRTKRAFK,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1110,RYAN,MFXWYLKDGCUOZP,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1111,STEIN,HMHQXZ,1999-10-13 10:41:46,2000-10-12 10:41:46,2,
1112,TOLSKY,RYWWPWVPQRPVI,1999-10-13 10:41:46,2000-10-12 10:41:46,7,
1113,UNAKLET,HHCGFLDOKYCFK,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1114,VANN,HBAPJQZKEHLAEL,1999-10-13 10:41:46,2000-10-12 10:41:46,3,
1115,WOLFMULE,YLZUGTDGHSXYUE,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1116,XAVIER,MQWYPOOLPXYRLC,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1117,YEONG,VHJEHOKLWCQE,1999-10-13 10:41:46,2000-10-12 10:41:46,3,
1118,ZUCKER,OPOLC,1999-10-13 10:41:46,2000-10-12 10:41:46,9,
1119,ANDERSON,PLGYQCHKSOGO,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1120,BARR,XRXNLFLXWK,1999-10-13 10:41:46,2000-10-12 10:41:46,5,
1121,CHEN,FMLCHUJT,1999-10-13 10:41:46,2000-10-12 10:41:46,9,457
1122,DORR,IQCLXSPDKTXRFL,1999-10-13 10:41:46,2000-10-12 10:41:46,7,
1123,EFLIN,JXZSYXPFYRCTDQ,1999-10-13 10:41:46,2000-10-12 10:41:46,6,
1124,FLORINI,YTRKGY,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1125,GOHAN,NSQPM,1999-10-13 10:41:46,2000-10-12 10:41:46,9,
1126,HAHN,NUVISDDTEWU,1999-10-13 10:41:46,2000-10-12 10:41:46,3,158
1127,INFANTE,TVBDRNXWBMEHKX,1999-10-13 10:41:46,2000-10-12 10:41:46,8,473
1128,JONES,GCQIVCS,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1129,KAHRMANN,XEFATBREGVDG,1999-10-13 10:41:46,2000-10-12 10:41:46,7,
1130,LING,YEIBDNVKBAUBIL,1999-10-13 10:41:46,2000-10-12 10:41:46,2,
1131,MAKAI,NBEPYSOPVMXTID,1999-10-13 10:41:46,2000-10-12 10:41:46,9,
1132,NELSON,SRABNFBYTJMT,1999-10-13 10:41:46,2000-10-12 10:41:46,3,
1133,OLPHANT,PNSJCXIHOMRBV,1999-10-13 10:41:46,2000-10-12 10:41:46,2,
1134,PAYNTER,YUIKEMODTGVLRK,1999-10-13 10:41:46,2000-10-12 10:41:46,2,
1135,QUINT,LSLWIYTDEAMLII,1999-10-13 10:41:46,2000-10-12 10:41:46,6,169
1136,RYAN,KWBIPMKFQKWM,1999-10-13 10:41:46,2000-10-12 10:41:46,2,
1137,STEIN,MNMDB,1999-10-13 10:41:46,2000-10-12 10:41:46,8,402
1138,TOLSKY,LRBJBPVZBO,1999-10-13 10:41:46,2000-10-12 10:41:46,7,
1139,UNAKLET,PLXABQNABPTBKA,1999-10-13 10:41:46,2000-10-12 10:41:46,9,
1140,VANN,WIQMYILE,1999-10-13 10:41:46,2000-10-12 10:41:46,5,
1141,WOLFMULE,XBZSYWXMWE,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1142,XAVIER,VZCIJDCBPV,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1143,YEONG,MJSWBUAZFGI,1999-10-13 10:41:46,2000-10-12 10:41:46,4,
1144,ZUCKER,VGOTOJPOSUQISK,1999-10-13 10:41:46,2000-10-12 10:41:46,8,
1145,ANDERSON,RGKWYJIXUXEPBP,1999-10-13 10:41:47,2000-10-12 10:41:47,6,472
1146,BARR,FELKZNBNCFRIGK,1999-10-13 10:41:47,2000-10-12 10:41:47,7,
1147,CHEN,MGIYSD,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1148,DORR,FMSZQ,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1149,EFLIN,WCXM,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1150,FLORINI,OKFVFPCJCKVQYE,1999-10-13 10:41:47,2000-10-12 10:41:47,3,
1151,GOHAN,GGQMEJXK,1999-10-13 10:41:47,2000-10-12 10:41:47,8,
1152,HAHN,WLDY,1999-10-13 10:41:47,2000-10-12 10:41:47,7,
1153,INFANTE,GOKZJKARGRHLQD,1999-10-13 10:41:47,2000-10-12 10:41:47,7,
1154,JONES,DFUJNOM,1999-10-13 10:41:47,2000-10-12 10:41:47,8,
1155,KAHRMANN,LSBBQSJJJKUM,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1156,LING,NQXPPSVDCVZRIC,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1157,MAKAI,ZXYRQIUGUSPJBN,1999-10-13 10:41:47,2000-10-12 10:41:47,8,
1158,NELSON,KZQXYFC,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1159,OLPHANT,JCCUDMFFSGLJND,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1160,PAYNTER,HOBHUPHBFGAHBI,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1161,QUINT,VIUTJUAXD,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1162,RYAN,EYYO,1999-10-13 10:41:47,2000-10-12 10:41:47,7,
1163,STEIN,DRYU,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1164,TOLSKY,PVDYHLPQWUYCSC,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1165,UNAKLET,JOSFPS,1999-10-13 10:41:47,2000-10-12 10:41:47,8,
1166,VANN,RSMUFEOLRGMGRM,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1167,WOLFMULE,PKLYUPPNFOSWEW,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1168,XAVIER,HSLJYOSOUN,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1169,YEONG,POSTHUTA,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1170,ZUCKER,WPXYDYNSOJRFVG,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1171,ANDERSON,FYTIJRLQFDMIRG,1999-10-13 10:41:47,2000-10-12 10:41:47,9,
1172,BARR,NIJRRLGGMEVG,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1173,CHEN,ZLPQA,1999-10-13 10:41:47,2000-10-12 10:41:47,9,
1174,DORR,RJYVIXBOA,1999-10-13 10:41:47,2000-10-12 10:41:47,8,
1175,EFLIN,PZJWXGMEXPTSQJ,1999-10-13 10:41:47,2000-10-12 10:41:47,3,
1176,FLORINI,IUXPDJL,1999-10-13 10:41:47,2000-10-12 10:41:47,9,
1177,GOHAN,KKOQGCHGCPLCXC,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1178,HAHN,IDS,1999-10-13 10:41:47,2000-10-12 10:41:47,3,430
1179,INFANTE,WHIGGFPGSBYWWE,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1180,JONES,FEZFCFYHER,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1181,KAHRMANN,OHARWPCZPEMKQC,1999-10-13 10:41:47,2000-10-12 10:41:47,8,
1182,LING,WDAQSKJKKCPC,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1183,MAKAI,HVWS,1999-10-13 10:41:47,2000-10-12 10:41:47,7,
1184,NELSON,HMFVIZRMLAQ,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1185,OLPHANT,NBFQKXXWOFXXQ,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1186,PAYNTER,HFQKWYNENPLPJF,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1187,QUINT,NSLGDRNOQX,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1188,RYAN,TEQPVXDOIJFYOH,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1189,STEIN,OVCLQAONWAUIWN,1999-10-13 10:41:47,2000-10-12 10:41:47,3,
1190,TOLSKY,OHFZFAHPDYOUEE,1999-10-13 10:41:47,2000-10-12 10:41:47,9,
1191,UNAKLET,DPEYZUOLXOXBKW,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1192,VANN,KTVKZBWPEFWSHJ,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1193,WOLFMULE,IQGGTQ,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1194,XAVIER,YPGJSMFYFXBAEE,1999-10-13 10:41:47,2000-10-12 10:41:47,2,
1195,YEONG,COEVFJ,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1196,ZUCKER,XQCKFARSQCSIKM,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1197,ANDERSON,QJEPWJUVGQCCBW,1999-10-13 10:41:47,2000-10-12 10:41:47,9,
1198,BARR,BJMNKKKTFAWAJX,1999-10-13 10:41:47,2000-10-12 10:41:47,8,
1199,CHEN,UVBFUQJDHBOW,1999-10-13 10:41:47,2000-10-12 10:41:47,5,282
1200,DORR,SNMFKJJDBLEUXI,1999-10-13 10:41:47,2000-10-12 10:41:47,9,
1201,EFLIN,DDKXIDEDV,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1202,FLORINI,YCUBJGO,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1203,GOHAN,LFFSZXBBHXJQCT,1999-10-13 10:41:47,2000-10-12 10:41:47,2,241
1204,HAHN,HXAHOBVTUWKMI,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1205,INFANTE,MSQCSLHYPVDWR,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1206,JONES,GOHTHAYQVOYLPP,1999-10-13 10:41:47,2000-10-12 10:41:47,5,475
1207,KAHRMANN,SZKGIOTJKIQQ,1999-10-13 10:41:47,2000-10-12 10:41:47,8,
1208,LING,JWNWOJGKCPFFVH,1999-10-13 10:41:47,2000-10-12 10:41:47,3,
1209,MAKAI,YRKSM,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1210,NELSON,OZYKUJ,1999-10-13 10:41:47,2000-10-12 10:41:47,4,
1211,OLPHANT,PNZLTGTMYWXAUO,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1212,PAYNTER,BEPULGY,1999-10-13 10:41:47,2000-10-12 10:41:47,7,
1213,QUINT,RMRKJJQMGPFYVN,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1214,RYAN,WOFYWEBGYECCLJ,1999-10-13 10:41:47,2000-10-12 10:41:47,7,336
1215,STEIN,XUOMWHJROTHPZC,1999-10-13 10:41:47,2000-10-12 10:41:47,8,366
1216,TOLSKY,PDKEOEUW,1999-10-13 10:41:47,2000-10-12 10:41:47,3,367
1217,UNAKLET,JUDQCP,1999-10-13 10:41:47,2000-10-12 10:41:47,5,
1218,VANN,HXXVQJCRIHZCIZ,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1219,WOLFMULE,HMRJLYUYVXCGJN,1999-10-13 10:41:47,2000-10-12 10:41:47,7,
1220,XAVIER,PVWEFECTMLJSEC,1999-10-13 10:41:47,2000-10-12 10:41:47,6,
1221,YEONG,KPKVODFCBHHURU,1999-10-13 10:41:47,2000-10-12 10:41:47,7,
1222,ZUCKER,ILQLBSIDVGEHKL,1999-10-13 10:41:47,2000-10-12 10:41:47,8,426
1223,ANDERSON,HNOK,1999-10-13 10:41:48,2000-10-12 10:41:48,2,
1224,BARR,AFPYRMCTLCSX,1999-10-13 10:41:48,2000-10-12 10:41:48,6,
1225,CHEN,PRTJXWNNAQBFWQ,1999-10-13 10:41:48,2000-10-12 10:41:48,2,280
1226,DORR,UNRFNIVTVZMIOI,1999-10-13 10:41:48,2000-10-12 10:41:48,6,
1227,EFLIN,FROZ,1999-10-13 10:41:48,2000-10-12 10:41:48,5,72
1228,FLORINI,VMCNSEDXW,1999-10-13 10:41:48,2000-10-12 10:41:48,2,
1229,GOHAN,TUYFIQBL,1999-10-13 10:41:48,2000-10-12 10:41:48,7,
1230,HAHN,KKLKECJZMIHK,1999-10-13 10:41:48,2000-10-12 10:41:48,3,454
1231,INFANTE,DJFRXHUEGTKPDA,1999-10-13 10:41:48,2000-10-12 10:41:48,2,
1232,JONES,KMEJJRTNCZLMNP,1999-10-13 10:41:48,2000-10-12 10:41:48,6,
1233,KAHRMANN,ZUYHYBKBZPPUTQ,1999-10-13 10:41:48,2000-10-12 10:41:48,9,
1234,LING,RFCLXE,1999-10-13 10:41:48,2000-10-12 10:41:48,6,460
1235,MAKAI,KBDDDVPBSG,1999-10-13 10:41:48,2000-10-12 10:41:48,5,
1236,NELSON,YDUJSZVVTKTSUH,1999-10-13 10:41:48,2000-10-12 10:41:48,5,375
1237,OLPHANT,ROTSVD,1999-10-13 10:41:48,2000-10-12 10:41:48,4,
1238,PAYNTER,FPDURGPMIY,1999-10-13 10:41:48,2000-10-12 10:41:48,2,
1239,QUINT,LVIH,1999-10-13 10:41:48,2000-10-12 10:41:48,5,
1240,RYAN,MPKJHFIMNTQ,1999-10-13 10:41:48,2000-10-12 10:41:48,8,
1241,STEIN,FMQ,1999-10-13 10:41:48,2000-10-12 10:41:48,8,
1242,TOLSKY,ZSTNKURAEZLLIB,1999-10-13 10:41:48,2000-10-12 10:41:48,8,
1243,UNAKLET,HWDJGUOXQYZPHV,1999-10-13 10:41:48,2000-10-12 10:41:48,3,
1244,VANN,JYQIDPMFA,1999-10-13 10:41:48,2000-10-12 10:41:48,7,
1245,WOLFMULE,VDYSAMVRMEGEVM,1999-10-13 10:41:48,2000-10-12 10:41:48,3,
1246,XAVIER,BPBWDDXLLJ,1999-10-13 10:41:48,2000-10-12 10:41:48,4,
1247,YEONG,QQXVVBMRVJISHN,1999-10-13 10:41:48,2000-10-12 10:41:48,7,
1248,ZUCKER,ZUKFN,1999-10-13 10:41:48,2000-10-12 10:41:48,2,439
1249,ANDERSON,LGYOPHUNUZLFRJ,1999-10-13 10:41:48,2000-10-12 10:41:48,9,
1250,BARR,WQEZZEU,1999-10-13 10:41:48,2000-10-12 10:41:48,9,
1251,CHEN,PWDUVOEJDKPCVM,1999-10-13 10:41:48,2000-10-12 10:41:48,3,
1252,DORR,NRJXSOYWAH,1999-10-13 10:41:48,2000-10-12 10:41:48,7,
1253,EFLIN,ELSK,1999-10-13 10:41:48,2000-10-12 10:41:48,9,349
1254,FLORINI,GCOYBIYTRJFMWD,1999-10-13 10:41:48,2000-10-12 10:41:48,3,
1255,GOHAN,LBIRCXY,1999-10-13 10:41:48,2000-10-12 10:41:48,4,
1256,HAHN,WMTOLFSGOUERCO,1999-10-13 10:41:48,2000-10-12 10:41:48,9,
1257,INFANTE,BLERO,1999-10-13 10:41:48,2000-10-12 10:41:48,4,301
